127.0.0.1 - - [19/Dec/2022:10:51:27 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:43 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:44 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:45 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:45 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:46 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:49 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:49 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:49 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:39:49 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:40:07 +0530] "GET /OnlineVotingSystem/index.jsp HTTP/1.1" 200 1327
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:40:13 +0530] "GET /OnlineVotingSystem/index.jsp HTTP/1.1" 200 1327
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:40:14 +0530] "GET /OnlineVotingSystem/aboutUs.jsp HTTP/1.1" 200 1483
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:51:14 +0530] "GET /OnlineVotingSystem/index.jsp HTTP/1.1" 200 1327
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:51:15 +0530] "GET /OnlineVotingSystem/adminLogin.jsp HTTP/1.1" 200 1351
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:51:17 +0530] "GET /OnlineVotingSystem/adminWelcome.jsp HTTP/1.1" 200 1186
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:51:18 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:51:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:51:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:51:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:51:18 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:11:56:39 +0530] "GET /OnlineVotingSystem/index.jsp HTTP/1.1" 200 1327
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:05:19 +0530] "GET /OnlineVotingSystem/index.jsp HTTP/1.1" 200 1327
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:05:19 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2360
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:12 +0530] "GET /OnlineVotingSystem/index.jsp HTTP/1.1" 200 1327
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:12 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:14 +0530] "GET /OnlineVotingSystem/index.jsp HTTP/1.1" 200 1327
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:14 +0530] "GET /OnlineVotingSystem/index.jsp HTTP/1.1" 200 1327
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:16 +0530] "GET /OnlineVotingSystem/adminLogin.jsp HTTP/1.1" 200 1351
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:18 +0530] "GET /OnlineVotingSystem/adminWelcome.jsp HTTP/1.1" 200 1186
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:19 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:37 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:37 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:37 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:37 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:37 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:40:38 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:21 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:21 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:22 +0530] "GET /OnlineVotingSystem/index.jsp HTTP/1.1" 200 1327
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:24 +0530] "GET /OnlineVotingSystem/adminLogin.jsp HTTP/1.1" 200 1351
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:27 +0530] "GET /OnlineVotingSystem/adminWelcome.jsp HTTP/1.1" 200 1186
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:28 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1838
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:28 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:28 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:28 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:41:28 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:23 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1151
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:24 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1151
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:24 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:24 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:24 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:54:24 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:20 +0530] "GET /OnlineVotingSystem/adminWelcome.jsp HTTP/1.1" 200 1186
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:20 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2237
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:21 +0530] "GET /OnlineVotingSystem/adminWelcome.jsp HTTP/1.1" 200 1186
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:23 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1210
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:55:23 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:11 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1210
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:11 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:11 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:11 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:11 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:40 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:40 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [19/Dec/2022:12:56:42 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
